264217039105822722	negative
264238665277001729	neutral
264188329455652864	neutral
264256202022739968	neutral
264137448051863552	positive
226965084516282370	positive
264259135120502784	neutral
264117546221977600	neutral
264228629809074177	neutral
264231211545812993	negative
264222673561874432	neutral
263271921355984896	neutral
259785096662487040	neutral
263678948825784320	neutral
214760185976209409	neutral
259232334614765568	neutral
263303494541377537	neutral
241874150459850753	negative
264162816234229760	positive
263143412251910145	neutral
263645360143097856	positive
264100752090349568	neutral
264219875147399168	neutral
263738540960149504	positive
257884354913660928	neutral
261952064580620288	positive
260543676378398720	positive
264242330851237889	positive
263793595130183681	positive
264252192494600192	neutral
264246794450509826	positive
263312681480617985	neutral
264127956929093633	neutral
264234191779151872	negative
258073550039162880	neutral
263282284860432384	neutral
264234233382453248	positive
264103379440123904	neutral
264067974258900993	positive
264241261505044481	neutral
264186030784131072	positive
264232579312537600	positive
264255842197573632	positive
257898417697746944	positive
264242566613061632	positive
264219560901738496	negative
264217769069916160	positive
261449669111054336	positive
251106059517829120	positive
264234378698321920	positive
263825816167788544	neutral
231915343692582912	positive
246400244978438145	neutral
264198517319413762	negative
264088131681271808	positive
259079018064793601	positive
261608489221246977	neutral
264226016887709698	neutral
263400429193408512	positive
263146025630437376	negative
261863041417752577	positive
262405301913923585	negative
264037876336033792	negative
263715661853896704	negative
262926570669346816	neutral
264246068781404161	neutral
259012156526313472	neutral
264248379515744256	neutral
264062857421930496	positive
263621935785709568	positive
252695246536835072	neutral
261027994489978880	positive
264042799421345792	negative
264246027882729472	neutral
264031911733768193	positive
261193864801570818	positive
261990490130509825	neutral
263950091239428096	positive
264040569158893568	neutral
264117106457587712	neutral
264188433847693312	negative
264233884986798080	positive
264260341070954497	negative
263498296348274688	positive
263840223874658305	positive
262288520230612992	negative
262620900904554497	positive
258087990948143104	positive
262229091237888000	positive
258529823608168448	neutral
264241571908681728	neutral
264228980444495875	positive
264210367192915968	neutral
263737249240342528	neutral
264096818831433728	neutral
264238274963451904	positive
218775148495515649	positive
258965201766998017	neutral
262926411352903682	negative
171874368908050432	neutral
256010056942903296	positive
253809989599232000	neutral
261776619146985472	positive
264143999374356481	positive
223052929131757571	neutral
264088575476391936	positive
264030422244147200	neutral
263720820428394496	negative
258639996037259264	positive
250981027969896448	negative
195554987919679488	positive
264225147542716416	negative
260536025800142848	positive
192349690921103360	positive
263473556753620993	positive
263182075434254336	positive
262434763493748736	neutral
256514267149385729	positive
263733718085140481	positive
241403423130525699	neutral
263690432473624578	positive
260072342905049088	positive
259780914509389824	negative
264208681338560513	positive
263858456455421954	positive
202969121271459840	neutral
177924741301149696	negative
263307152398090240	positive
264163993814450177	negative
263509025059127296	neutral
242710540542164992	neutral
262850595428380672	neutral
246289024552148992	negative
247476146642485249	positive
259632575511941120	neutral
261351584410247168	positive
254613174219857920	negative
243074408409882624	neutral
264217623716306944	negative
259492614355693568	negative
263485976356220928	neutral
264048609081839616	neutral
245953055655329793	neutral
250422016203702273	negative
254429009956442112	negative
258973983444201473	neutral
199458824422309889	negative
263606229534912512	positive
248596588128256000	neutral
260938512579309568	positive
242693222088994816	positive
264061951431294977	negative
263755553505951744	positive
206234768495493121	neutral
263106118883086339	neutral
233676168828698624	positive
264167170261516288	positive
260806244938440704	neutral
257409607423647744	positive
197048860416290818	positive
259278100196638720	positive
248965691384942593	positive
263737807867088896	negative
261166794998427649	positive
263432435772051456	positive
259373916156481536	neutral
249844367097995265	positive
260941359580598273	neutral
249900139236446208	neutral
263828483086626816	positive
263266713754279936	positive
254427164844367872	positive
181145721716736000	negative
244853909334663170	neutral
257721212527071233	negative
255780352755376128	negative
262781258206171136	neutral
263797952651350019	positive
242792442573766657	positive
241208302044860416	neutral
241098015845273601	positive
257776970018992128	neutral
264001674694246400	neutral
243639632535896064	neutral
199739480750555136	positive
254686292045086721	positive
233490936322215936	positive
253157284925038592	positive
178180524848844800	neutral
263913414525583361	positive
258043746262851584	neutral
263527684984958977	positive
263138815051444224	positive
242957726781698048	positive
262901069527543808	neutral
262289694736392192	positive
237439402882772993	positive
249101960328921088	neutral
193846470473039872	positive
264136021917188096	negative
263851061746479104	positive
230361473849884672	positive
174003654238547968	positive
259122713858301952	negative
189276966338297858	neutral
250887102923939840	neutral
244107469427720194	negative
263995618421268480	positive
263335900258394112	positive
264042649537880064	neutral
232299010902339584	positive
245564705492582400	neutral
262476631111778304	negative
263306537064357890	neutral
249211780314836993	neutral
252830246779383810	negative
217408254978961410	neutral
261265759114768385	neutral
263019968805892096	positive
207909520071073792	positive
193607051891589120	negative
264017969498169346	neutral
263310080823418881	positive
225470168380342272	negative
212621727006601218	positive
246102730400227328	negative
242389647173500930	neutral
169609494815457283	positive
247712189635497985	positive
263984767731630080	neutral
263876102865440768	positive
262264773650022401	positive
258635165528641536	neutral
264094468754518018	positive
262857486720172032	neutral
188790674433376256	positive
218535418738655233	neutral
252057183657803776	neutral
264196470830399488	neutral
235712138583363584	negative
259129265570869248	positive
246398692679114752	positive
263310009566392320	neutral
222970687118258176	neutral
240831218864771072	neutral
235172134593384448	neutral
264213386592669696	neutral
264169764979609600	negative
240326771948548096	neutral
245927681672224768	neutral
264236295172272128	neutral
261969426889457664	positive
263367450744201216	positive
263307551360303105	neutral
248723502784475136	neutral
225234645099347968	neutral
264217924728930304	positive
263503249758375936	positive
207447080585789440	positive
252576881981943808	positive
263817104761946112	positive
261639278772232192	positive
261994984952188928	neutral
264086250925998081	neutral
245621999517437953	neutral
257589573465550848	neutral
215329129938173953	positive
194521795464933377	neutral
258814894361702400	positive
